"","AccidentUID","AccidentType","AccidentType_de","AccidentType_fr","AccidentType_it","AccidentType_en","AccidentSeverityCategory","AccidentSeverityCategory_de","AccidentSeverityCategory_fr","AccidentSeverityCategory_it","AccidentSeverityCategory_en","AccidentInvolvingPedestrian","AccidentInvolvingBicycle","AccidentInvolvingMotorcycle","RoadType","RoadType_de","RoadType_fr","RoadType_it","RoadType_en","AccidentLocation_CHLV95_E","AccidentLocation_CHLV95_N","CantonCode","MunicipalityCode","AccidentYear","AccidentMonth","AccidentMonth_de","AccidentMonth_fr","AccidentMonth_it","AccidentMonth_en","AccidentWeekDay","AccidentWeekDay_de","AccidentWeekDay_fr","AccidentWeekDay_it","AccidentWeekDay_en","AccidentHour","AccidentHour_text","Datum"
"57","003137EB155A01A6E0630AB38B029046","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683347,1250476,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",0,"00h-01h","15.07.23"
"58","003137EB15E401A6E0630AB38B029046","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681300,1248620,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",15,"15h-16h","07.07.23"
"59","0045E64D19AE01DAE0630AB38B02B37D","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683421,1250532,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw402","Dienstag","mardi","Martedì","Tuesday",21,"21h-22h","11.07.23"
"60","0059C5B6509B01B0E0630AB38B02B720","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682917,1243715,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",13,"13h-14h","12.07.23"
"61","0059C5B6518E01B0E0630AB38B02B720","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2687583,1247608,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",0,"00h-01h","29.06.23"
"62","0059C6C734DA01A4E0630AB38B02732E","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680521,1252287,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",8,"08h-09h","12.07.23"
"63","0059C6C7391901A4E0630AB38B02732E","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682922,1248882,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",8,"08h-09h","10.07.23"
"64","0059C6C73B2001A4E0630AB38B02732E","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684473,1245971,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",9,"09h-10h","08.07.23"
"65","0059C6C73D1C01A4E0630AB38B02732E","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682744,1247008,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",13,"13h-14h","14.07.23"
"66","0059C6C73F1001A4E0630AB38B02732E","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682888,1246059,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",17,"17h-18h","14.07.23"
"67","0059C6CBEEC901E4E0630AB38B02BEFD","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","true","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682417,1244927,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",21,"21h-22h","12.07.23"
"68","0059C6CBF80701E4E0630AB38B02BEFD","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678366,1247526,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","13.07.23"
"69","009498E69DFC01FCE0630AB38B025A20","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684032,1246012,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",14,"14h-15h","22.06.23"
"70","009498E6ABF501FCE0630AB38B025A20","at6","Frontalkollision","collision frontale","Collisione frontale","Accident with head-on collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683178,1246687,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",21,"21h-22h","17.05.23"
"71","0095A86EE083013AE0630AB38B02824F","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678770,1249086,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw401","Montag","lundi","Lunedí","Monday",13,"13h-14h","15.05.23"
"72","0095A86EE106013AE0630AB38B02824F","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682249,1246760,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw406","Samstag","samedi","Sabato","Saturday",10,"10h-11h","27.05.23"
"73","0095A86EE2F1013AE0630AB38B02824F","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682412,1247457,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",12,"12h-13h","14.07.23"
"74","0095A86F3B21013AE0630AB38B02824F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2684808,1252213,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw402","Dienstag","mardi","Martedì","Tuesday",18,"18h-19h","11.07.23"
"75","0095A86F3B52013AE0630AB38B02824F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681808,1249961,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw406","Samstag","samedi","Sabato","Saturday",9,"09h-10h","24.06.23"
"76","0095A86F3BF1013AE0630AB38B02824F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683827,1246381,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","29.06.23"
"77","0095A86F50B4013AE0630AB38B02824F","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2686337,1246143,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","22.06.23"
"78","00965B3BEEA10102E0630AB38B020AF2","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680995,1245519,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw402","Dienstag","mardi","Martedì","Tuesday",6,"06h-07h","30.05.23"
"79","00965B3BF9690102E0630AB38B020AF2","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679309,1247246,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",18,"18h-19h","10.07.23"
"80","00965B3BFDD10102E0630AB38B020AF2","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt439","andere","autre","Altro","Other",2679339,1250461,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",17,"17h-18h","29.06.23"
"81","00965B3BFE900102E0630AB38B020AF2","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682349,1249128,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",8,"08h-09h","23.06.23"
"82","00965B3C05C50102E0630AB38B020AF2","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2685066,1244559,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",15,"15h-16h","24.05.23"
